,teamIDfg,Season,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,FP,TZ,rSB,rGDP,rARM,rGFP,rPM,DRS,BIZ,Plays,RZR,OOZ,TZL,FSR,ARM,DPR,RngR,ErrR,UZR,UZR/150,CPP,RPP,Def,0%,# 0%,1-10%,# 1-10%,10-40%,# 10-40%,40-60%,# 40-60%,60-90%,# 60-90%,90-100%,# 90-100%,rSZ,rCERA,rTS,FRM
12,12,2019,Rays,3B,2297,1458,13269.0,4423,1414,87,46,41,299,132,97,130,30,75,35,16,59,0.985,,0,0,4,4,-2,47,1802,1435,0.796,630,,,5.1,-1.1,1.1,-7.2,-2.1,0.4,,,7.7,0.0,3.39,0.046,1.53,0.255,1.37,0.5329999999999999,1.05,0.7709999999999999,1.88,0.977,25.45,7,-1,41,5.1
13,22,2019,Dodgers,P,2355,1458,13011.0,4337,1428,106,53,50,296,119,87,119,29,63,17,11,40,0.982,,-1,4,7,4,46,106,1767,1435,0.812,625,,,5.9,-0.6,10.4,-17.7,-2.0,0.8,,,5.4,0.0,2.87,0.013000000000000001,1.59,0.22899999999999998,1.09,0.606,0.99,0.82,2.11,0.978,25.57,13,1,39,11.3
14,16,2019,Braves,P,2205,1458,13056.0,4352,1522,78,46,30,376,158,115,157,26,76,20,24,70,0.987,,-1,0,2,3,10,19,2015,1606,0.797,556,,,5.3,0.7,-30.7,14.4,-10.3,-0.1,,,3.9,0.0,2.88,0.036000000000000004,1.66,0.27699999999999997,1.41,0.527,1.29,0.79,2.33,0.982,26.1,16,-1,-2,16.9
15,23,2019,Brewers,2B,2344,1458,13134.0,4378,1395,97,48,49,303,136,98,136,31,94,34,10,41,0.983,,-4,2,-4,9,7,26,1827,1463,0.801,612,,,-0.4,2.4,15.2,-7.2,10.0,1.6,,,1.6,0.0,3.06,0.044000000000000004,1.81,0.345,1.39,0.598,1.27,0.785,1.86,0.9790000000000001,25.21,15,-2,12,23.3
16,7,2019,Royals,P,2114,1458,12825.0,4275,1505,73,38,34,377,154,122,153,27,57,27,10,59,0.988,,3,1,-4,4,-22,-23,2137,1706,0.798,598,,,-2.4,3.8,0.7,18.2,20.3,2.3,,,-1.4,0.0,3.79,0.023,1.71,0.29,1.62,0.556,1.35,0.8370000000000001,1.84,0.9840000000000001,26.28,-4,2,-2,-3.7
17,30,2019,Giants,P,2273,1458,13221.0,4407,1536,90,53,35,358,145,119,144,28,88,33,7,53,0.985,,-1,-7,-1,-1,0,24,2019,1643,0.814,577,,,-7.6,-4.5,16.8,0.8,5.6,-1.1,,,-4.8,0.0,3.18,0.05,1.6,0.28600000000000003,1.54,0.6409999999999999,1.31,0.757,2.18,0.9790000000000001,26.24,12,-1,22,6.9
18,20,2019,Marlins,P,2253,1458,12999.0,4333,1364,94,43,48,316,135,98,135,14,57,24,13,71,0.984,,0,3,-10,3,-7,10,1880,1522,0.81,586,,,3.4,2.4,4.1,-10.9,-1.0,0.9,,,-5.7,0.0,2.96,0.019,1.54,0.33,1.03,0.508,1.24,0.785,2.0,0.975,25.86,-1,-6,23,-7.4
19,4,2019,White Sox,P,2150,1449,12714.0,4238,1525,117,65,50,423,173,139,172,26,76,26,13,71,0.98,,1,7,-3,-3,-44,-27,1925,1528,0.794,609,,,-1.0,5.6,-12.9,-10.9,-19.2,-2.5,,,-6.9,0.0,2.94,0.027000000000000003,1.82,0.217,1.38,0.488,1.25,0.75,2.2,0.973,25.07,-15,2,26,-18.4
20,25,2019,Mets,P,2346,1458,13149.0,4383,1434,99,54,44,331,132,108,130,41,139,22,14,47,0.983,,-2,1,7,-10,-16,-44,1972,1592,0.807,531,,,2.5,4.5,-24.5,4.7,-12.8,-0.8,,,-19.0,0.0,3.44,0.028999999999999998,1.73,0.145,1.73,0.525,1.2,0.745,2.0,0.977,25.22,-11,-2,-1,-5.1
21,14,2019,Blue Jays,CF,2198,1458,12963.0,4321,1503,96,57,39,306,144,94,146,37,74,36,9,70,0.984,,3,-7,-2,-2,8,40,1966,1563,0.795,618,,,-3.4,-4.2,-20.8,3.5,-24.9,-4.1,,,-21.2,0.0,3.43,0.048,1.47,0.23800000000000002,1.43,0.508,1.28,0.794,2.09,0.978,26.08,12,5,24,12.0
22,8,2019,Twins,2B,2194,1458,13170.0,4390,1405,111,59,50,289,132,91,133,44,71,16,15,71,0.981,,-5,-2,13,-1,-53,-29,1950,1551,0.795,641,,,7.1,-1.3,7.7,-23.4,-9.9,-1.1,,,-21.4,0.0,3.54,0.018000000000000002,1.63,0.24,1.29,0.455,1.1,0.8109999999999999,1.8,0.975,26.4,1,0,17,3.4
23,27,2019,Pirates,P,2245,1458,12960.0,4320,1493,121,60,58,322,135,102,135,34,71,29,17,50,0.98,,2,3,-3,2,-33,-21,1958,1538,0.785,540,,,-6.7,2.6,-33.5,-16.4,-54.0,-8.4,,,-23.5,0.0,4.05,0.061,1.64,0.175,1.26,0.479,1.19,0.8029999999999999,2.03,0.975,25.28,-8,-5,18,-7.1
24,13,2019,Rangers,SS,2089,1458,12942.0,4314,1364,105,56,47,366,143,109,143,28,81,26,11,68,0.982,,-2,0,-7,-11,-42,-65,2096,1668,0.796,536,,,-12.4,-1.1,3.0,-0.5,-11.1,-3.2,,,-23.5,0.0,3.23,0.0,1.43,0.129,1.39,0.44299999999999995,1.15,0.759,1.95,0.977,26.06,-9,3,4,-10.8
25,11,2019,Mariners,P,2185,1458,12954.0,4318,1490,132,74,54,369,146,109,146,24,83,26,7,75,0.978,,1,-7,-1,-13,-14,-54,2159,1730,0.801,608,,,-10.0,-1.9,-8.3,-9.4,-29.5,-5.2,,,-29.0,0.0,3.43,0.024,1.68,0.21,1.19,0.491,1.12,0.743,2.45,0.972,27.26,-7,-3,-6,-6.3
26,29,2019,Padres,P,2261,1458,12888.0,4296,1386,116,54,61,247,101,76,101,25,58,18,6,60,0.98,,0,-4,-1,-8,-15,-1,1945,1550,0.797,583,,,-8.1,-2.0,14.8,-1.5,3.2,-1.6,,,-29.6,0.0,3.71,0.036000000000000004,1.66,0.27,1.37,0.524,1.26,0.701,1.84,0.976,25.22,25,5,8,15.7
27,9,2019,Yankees,3B,2171,1458,12987.0,4329,1347,102,48,49,336,135,99,135,26,71,24,13,55,0.982,,2,-2,2,4,-22,-18,1856,1451,0.782,636,,,-0.2,1.6,1.6,-0.2,2.7,0.5,,,-29.8,0.0,3.32,0.043,1.64,0.29600000000000004,1.62,0.465,1.27,0.7440000000000001,2.19,0.978,25.63,0,-1,5,-5.3
28,6,2019,Tigers,P,2100,1449,12897.0,4299,1451,110,59,49,305,128,93,128,24,97,37,16,66,0.981,,-2,-1,-13,-13,-96,-116,2072,1604,0.774,584,,,-13.2,-1.2,-15.1,2.5,-27.1,-5.5,,,-35.3,0.0,3.08,0.04,1.73,0.218,1.56,0.419,1.05,0.737,2.13,0.975,25.93,-4,2,13,-7.8
29,2,2019,Orioles,P,2306,1458,12987.0,4329,1442,108,46,59,375,158,114,158,29,82,25,16,75,0.982,,0,6,-18,-8,-24,-53,2007,1624,0.809,724,,,-17.5,5.7,-1.0,-16.6,-29.5,-5.9,,,-41.4,0.0,3.04,0.027999999999999997,1.76,0.223,1.57,0.42100000000000004,1.4,0.745,2.0,0.971,27.34,-21,0,14,-19.4
